0.9 -0.2 -0.0
1.0 -0.4 -0.0
1.1 -0.6 -0.1
1.1 -0.8 -0.1
1.2 -0.9 -0.1
1.3 -1.1 -0.1
1.4 -1.2 -0.1
1.5 -1.4 -0.2
1.6 -1.6 -0.2
1.7 -1.7 -0.2
1.8 -1.9 -0.2
1.9 -2.0 -0.2
2.1 -2.2 -0.3
2.2 -2.4 -0.3
2.4 -2.5 -0.3
2.5 -2.7 -0.3
2.7 -2.8 -0.3
2.9 -3.0 -0.4
3.0 -3.1 -0.4
3.2 -3.2 -0.4
3.4 -3.4 -0.4
3.6 -3.5 -0.5
3.8 -3.7 -0.5
3.9 -3.8 -0.5
4.1 -3.9 -0.5
4.3 -4.1 -0.6
4.5 -4.2 -0.6
4.7 -4.3 -0.6
4.8 -4.5 -0.6
5.0 -4.6 -0.7
5.2 -4.7 -0.7
5.3 -4.8 -0.7
5.5 -4.9 -0.7
5.6 -5.1 -0.8
5.8 -5.2 -0.8
5.9 -5.3 -0.8
6.0 -5.4 -0.9
6.1 -5.5 -0.9
6.2 -5.6 -0.9
6.3 -5.7 -1.0
6.4 -5.8 -1.0
6.5 -5.9 -1.0
6.6 -6.0 -1.1
6.7 -6.1 -1.1
6.8 -6.2 -1.1
6.8 -6.3 -1.2
6.9 -6.4 -1.2
7.0 -6.5 -1.2
7.1 -6.5 -1.3
7.1 -6.6 -1.3
7.2 -6.7 -1.3
7.3 -6.8 -1.4
7.4 -6.8 -1.4
7.4 -6.9 -1.5
7.5 -7.0 -1.5
7.6 -7.0 -1.5
7.7 -7.1 -1.6
7.8 -7.2 -1.6
7.9 -7.2 -1.6
8.0 -7.3 -1.7
8.1 -7.3 -1.7
8.2 -7.4 -1.7
8.4 -7.4 -1.8
8.5 -7.5 -1.8
8.6 -7.5 -1.8
8.8 -7.5 -1.8
8.9 -7.6 -1.9
9.1 -7.6 -1.9
9.3 -7.6 -1.9
9.4 -7.6 -2.0
9.6 -7.7 -2.0
9.7 -7.7 -2.0
9.9 -7.7 -2.0
10.1 -7.7 -2.1
10.2 -7.7 -2.1
10.4 -7.7 -2.1
10.6 -7.7 -2.1
10.7 -7.7 -2.2
10.9 -7.7 -2.2
11.1 -7.7 -2.2
11.2 -7.7 -2.2
11.4 -7.7 -2.3
11.5 -7.7 -2.3
11.7 -7.7 -2.3
11.8 -7.6 -2.3
11.9 -7.6 -2.3
12.0 -7.6 -2.4
12.2 -7.6 -2.4
12.3 -7.5 -2.4
12.4 -7.5 -2.4
12.5 -7.5 -2.4
12.6 -7.4 -2.5
12.7 -7.4 -2.5
12.7 -7.3 -2.5
12.8 -7.3 -2.5
12.9 -7.2 -2.5
13.0 -7.2 -2.5
13.1 -7.1 -2.6
13.1 -7.1 -2.6
13.2 -7.0 -2.6
13.3 -7.0 -2.6
13.4 -6.9 -2.6
13.4 -6.8 -2.6
13.5 -6.8 -2.6
13.6 -6.7 -2.6
13.7 -6.6 -2.7
13.8 -6.5 -2.7
13.9 -6.4 -2.7
14.0 -6.4 -2.7
14.1 -6.3 -2.7
14.2 -6.2 -2.7
14.3 -6.1 -2.7
14.4 -6.0 -2.7
14.5 -5.9 -2.7
14.7 -5.8 -2.7
14.8 -5.7 -2.7
14.9 -5.6 -2.7
15.1 -5.5 -2.6
15.2 -5.4 -2.6
15.3 -5.3 -2.6
15.5 -5.2 -2.6
15.6 -5.1 -2.6
15.8 -5.0 -2.6
15.9 -4.8 -2.6
16.1 -4.7 -2.6
16.2 -4.6 -2.5
16.4 -4.5 -2.5
16.5 -4.3 -2.5
16.7 -4.2 -2.5
16.8 -4.1 -2.5
17.0 -4.0 -2.4
17.1 -3.8 -2.4
17.2 -3.7 -2.4
17.4 -3.6 -2.4
17.5 -3.4 -2.4
17.6 -3.3 -2.3
17.7 -3.1 -2.3
17.8 -3.0 -2.3
17.9 -2.9 -2.3
18.0 -2.7 -2.2
18.1 -2.6 -2.2
18.2 -2.4 -2.2
18.3 -2.3 -2.1
18.4 -2.1 -2.1
18.5 -2.0 -2.1
18.6 -1.8 -2.0
18.6 -1.7 -2.0
18.7 -1.5 -2.0
18.8 -1.4 -1.9
18.9 -1.2 -1.9
18.9 -1.0 -1.9
19.0 -0.9 -1.8
19.1 -0.7 -1.8
19.2 -0.6 -1.7
19.3 -0.4 -1.7
19.3 -0.2 -1.7
19.4 -0.1 -1.6
19.5 0.1 -1.6
19.6 0.2 -1.5
19.7 0.4 -1.5
19.8 0.6 -1.4
19.9 0.7 -1.4
20.0 0.9 -1.3
20.2 1.1 -1.3
20.3 1.2 -1.2
20.4 1.4 -1.2
20.5 1.6 -1.1
20.7 1.7 -1.1
20.8 1.9 -1.0
20.9 2.1 -0.9
21.1 2.2 -0.9
21.2 2.4 -0.8
21.4 2.6 -0.8
21.5 2.7 -0.7
21.6 2.9 -0.6
21.8 3.1 -0.6
21.9 3.2 -0.5
22.1 3.4 -0.5
22.2 3.6 -0.4
22.3 3.7 -0.3
22.5 3.9 -0.3
22.6 4.0 -0.2
22.7 4.2 -0.1
22.9 4.4 -0.1
23.0 4.5 -0.0
23.1 4.7 0.1
23.2 4.9 0.1
23.3 5.0 0.2
23.4 5.2 0.3
23.5 5.3 0.3
23.6 5.5 0.4
23.7 5.7 0.5
23.8 5.8 0.5
23.9 6.0 0.6
24.0 6.1 0.7
24.1 6.3 0.7
24.2 6.4 0.8
24.2 6.6 0.9
24.3 6.7 0.9
24.4 6.9 1.0
24.5 7.0 1.1
24.6 7.2 1.1
24.7 7.3 1.2
24.7 7.5 1.3
24.8 7.6 1.3
24.9 7.7 1.4
25.0 7.9 1.5
25.1 8.0 1.5
25.2 8.2 1.6
25.3 8.3 1.7
25.4 8.4 1.7
25.5 8.6 1.8
25.6 8.7 1.9
25.7 8.8 1.9
25.9 8.9 2.0
26.0 9.1 2.1
26.1 9.2 2.1
26.2 9.3 2.2
26.4 9.4 2.3
26.5 9.6 2.3
26.6 9.7 2.4
26.8 9.8 2.5
26.9 9.9 2.5
27.0 10.0 2.6
27.2 10.1 2.7
27.3 10.2 2.7
27.4 10.3 2.8
27.6 10.4 2.9
27.7 10.5 2.9
27.8 10.6 3.0
28.0 10.7 3.0
28.1 10.8 3.1
28.2 10.9 3.2
28.3 11.0 3.2
28.4 11.1 3.3
28.6 11.2 3.3
28.7 11.3 3.4
28.8 11.3 3.5
28.9 11.4 3.5
29.0 11.5 3.6
29.1 11.6 3.6
29.2 11.6 3.7
29.3 11.7 3.7
29.3 11.8 3.8
29.4 11.8 3.8
29.5 11.9 3.8
29.6 12.0 3.9
29.7 12.0 3.9
29.8 12.1 4.0
29.8 12.1 4.0
29.9 12.2 4.1
30.0 12.2 4.1
30.1 12.3 4.1
30.2 12.3 4.2
30.2 12.3 4.2
30.3 12.4 4.2
30.4 12.4 4.3
30.5 12.5 4.3
30.6 12.5 4.3
30.7 12.5 4.4
30.8 12.5 4.4
30.9 12.6 4.4
31.0 12.6 4.5
31.1 12.6 4.5
31.2 12.6 4.5
31.3 12.6 4.5
31.4 12.6 4.5
31.5 12.6 4.6
31.6 12.7 4.6
31.8 12.7 4.6
31.9 12.7 4.6
32.0 12.7 4.6
32.1 12.7 4.6
32.2 12.6 4.7
32.3 12.6 4.7
32.5 12.6 4.7
32.6 12.6 4.7
32.7 12.6 4.7
32.8 12.6 4.7
32.9 12.6 4.7
33.0 12.5 4.7
33.1 12.5 4.7
33.2 12.5 4.7
33.3 12.5 4.7
33.4 12.4 4.7
33.5 12.4 4.7
33.6 12.4 4.7
33.7 12.3 4.6
33.8 12.3 4.6
33.9 12.2 4.6
34.0 12.2 4.6
34.1 12.1 4.6
34.1 12.1 4.6
34.2 12.0 4.5
34.3 12.0 4.5
34.3 11.9 4.5
34.4 11.9 4.5
34.5 11.8 4.4
34.5 11.8 4.4
34.6 11.7 4.4
34.7 11.6 4.3
34.8 11.6 4.3
34.8 11.5 4.2
34.9 11.4 4.2
35.0 11.3 4.2
35.0 11.3 4.1
35.1 11.2 4.1
35.2 11.1 4.0
35.3 11.0 4.0
35.4 10.9 3.9
35.4 10.9 3.9
35.5 10.8 3.8
35.6 10.7 3.8
35.7 10.6 3.7
35.8 10.5 3.7
35.9 10.4 3.6
36.0 10.3 3.5
36.1 10.2 3.5
36.2 10.1 3.4
36.3 10.0 3.4
36.4 9.9 3.3
36.5 9.8 3.2
36.6 9.7 3.2
36.7 9.6 3.1
36.8 9.5 3.0
36.9 9.4 2.9
37.0 9.3 2.9
37.1 9.2 2.8
37.2 9.1 2.7
37.3 9.0 2.6
37.4 8.9 2.6
37.5 8.7 2.5
37.6 8.6 2.4
37.7 8.5 2.3
37.8 8.4 2.2
37.8 8.3 2.1
37.9 8.2 2.1
38.0 8.0 2.0
38.1 7.9 1.9
38.2 7.8 1.8
38.2 7.7 1.7
38.3 7.6 1.6
38.4 7.4 1.5
38.4 7.3 1.4
38.5 7.2 1.3
38.6 7.1 1.2
38.6 6.9 1.1
38.7 6.8 1.0
38.8 6.7 0.9
38.8 6.6 0.8
38.9 6.4 0.7
39.0 6.3 0.6
39.0 6.2 0.5
39.1 6.1 0.4
39.2 5.9 0.3
39.3 5.8 0.2
39.3 5.7 0.1
39.4 5.5 -0.0
39.5 5.4 -0.1
39.6 5.3 -0.3
39.7 5.2 -0.4
39.7 5.0 -0.5
39.8 4.9 -0.6
39.9 4.8 -0.7
40.0 4.6 -0.8
40.1 4.5 -0.9
40.2 4.4 -1.0
40.3 4.2 -1.1
40.4 4.1 -1.3
40.5 4.0 -1.4
40.6 3.9 -1.5
40.7 3.7 -1.6
40.8 3.6 -1.7
40.9 3.5 -1.8
41.0 3.4 -1.9
41.1 3.2 -2.1
41.2 3.1 -2.2
41.3 3.0 -2.3
41.4 2.9 -2.4
41.5 2.7 -2.5
41.6 2.6 -2.6
41.7 2.5 -2.8
41.8 2.4 -2.9
41.9 2.3 -3.0
42.0 2.1 -3.1
42.1 2.0 -3.2
42.2 1.9 -3.3
42.3 1.8 -3.4
42.3 1.7 -3.6
42.4 1.6 -3.7
42.5 1.5 -3.8
42.6 1.3 -3.9
42.6 1.2 -4.0
42.7 1.1 -4.1
42.8 1.0 -4.3
42.9 0.9 -4.4
42.9 0.8 -4.5
43.0 0.7 -4.6
43.1 0.6 -4.7
43.2 0.5 -4.8
43.2 0.4 -4.9
43.3 0.3 -5.0
43.4 0.2 -5.2
43.5 0.1 -5.3
43.5 0.0 -5.4
43.6 -0.1 -5.5
43.7 -0.2 -5.6
43.8 -0.3 -5.7
43.9 -0.4 -5.8
44.0 -0.5 -5.9
44.1 -0.5 -6.0
44.1 -0.6 -6.1
44.2 -0.7 -6.2
44.3 -0.8 -6.3
44.4 -0.9 -6.4
44.5 -0.9 -6.5
44.6 -1.0 -6.6
44.7 -1.1 -6.7
44.8 -1.2 -6.8
44.9 -1.2 -6.9
45.0 -1.3 -7.0
45.1 -1.4 -7.0
45.2 -1.5 -7.1
45.3 -1.5 -7.2
45.4 -1.6 -7.3
45.5 -1.6 -7.4
45.6 -1.7 -7.5
45.7 -1.8 -7.6
45.8 -1.8 -7.6
45.9 -1.9 -7.7
46.0 -1.9 -7.8
46.1 -2.0 -7.9
46.2 -2.0 -7.9
