initializing xbee... 
D1_GAIN: 1.050000
D1_NUM: -12.220000 18.970000 -6.916000
D1_DEN: 1.000000 -1.053000 0.053000
D2_GAIN: 1.000000
D2_NUM: 0.024000 -0.023600 0.000000
D2_DEN: 1.000000 -0.941700 0.000000
X_offset: 0.000000
goal position: 0.000000 0.000000 0.000000
starting setpoint thread... 
initializing imu... 
initializing controller...
initializing motors...
resetting encoders...
initializing odometry...
attaching imu interupt...
we are running!!!...
0.000000, 0.015492
0.000000, 0.015631
0.000000, 0.015782
0.000000, 0.015904
0.000000, 0.016024
0.000000, 0.016149
0.000000, 0.016275
0.000000, 0.016418
0.000000, 0.016590
0.000000, 0.016787
0.000000, 0.017013
0.000000, 0.017284
0.000000, 0.017587
0.000000, 0.017903
0.000000, 0.018229
0.000000, 0.018560
0.000000, 0.018864
0.000000, 0.019155
0.000000, 0.019385
0.000000, 0.019627
0.000000, 0.019865
0.000000, 0.020057
0.000000, 0.020221
0.000000, 0.020307
0.000000, 0.020304
0.000000, 0.020242
0.000000, 0.020158
0.000000, 0.020084
0.000000, 0.020015
0.000000, 0.019945
0.000000, 0.019895
0.000000, 0.019882
0.000000, 0.019904
0.000000, 0.019945
0.000000, 0.020014
0.000000, 0.020079
0.000000, 0.020151
0.000000, 0.020187
0.000000, 0.020215
0.000000, 0.020220
0.000000, 0.020219
0.000000, 0.020235
0.000000, 0.020227
0.000000, 0.020232
0.000000, 0.020258
0.000000, 0.020325
0.000000, 0.020467
0.000000, 0.020651
0.000000, 0.020885
0.000000, 0.021142
0.000000, 0.021422
0.000000, 0.021719
0.000000, 0.022001
0.000000, 0.022280
0.000000, 0.022542
0.000000, 0.022792
0.000000, 0.023023
0.000000, 0.023225
0.000000, 0.023435
0.000000, 0.023611
0.000000, 0.023786
0.000000, 0.023942
0.000000, 0.024112
0.000000, 0.024288
0.000000, 0.024488
0.000000, 0.024685
0.000000, 0.024892
0.000000, 0.025123
0.000000, 0.025335
0.000000, 0.025536
0.000000, 0.025716
0.000000, 0.025839
0.000000, 0.025916
0.000000, 0.025954
0.000000, 0.025945
0.000000, 0.025878
0.000000, 0.025739
0.000000, 0.025527
0.000000, 0.025251
0.000000, 0.024940
0.000000, 0.024587
0.000000, 0.024241
0.000000, 0.023923
0.000000, 0.023638
0.000000, 0.023408
0.000000, 0.023214
0.000000, 0.023068
0.000000, 0.022976
0.000000, 0.022934
0.000000, 0.022946
0.000000, 0.022990
0.000000, 0.023067
0.000000, 0.023176
0.000000, 0.023317
0.000000, 0.023470
0.000000, 0.023642
0.000000, 0.023809
0.000000, 0.023981
0.000000, 0.024148
0.000000, 0.024297
0.000000, 0.023754
0.000000, 0.022641
0.000000, 0.021874
0.000000, 0.020976
0.000000, 0.020108
0.000000, 0.019175
0.000000, 0.018651
0.000000, 0.018465
0.000000, 0.018286
0.000000, 0.018109
0.000000, 0.017847
0.000000, 0.017518
0.000000, 0.017049
0.000000, 0.016745
0.000000, 0.016770
0.000000, 0.017030
0.000000, 0.017546
0.000000, 0.017948
0.000000, 0.018261
0.000000, 0.018526
0.000000, 0.018838
0.000000, 0.019166
0.000000, 0.019549
0.000000, 0.020019
0.000000, 0.020554
0.000000, 0.021170
0.000000, 0.021891
0.000000, 0.022736
0.000000, 0.023685
0.000000, 0.024695
0.000000, 0.025607
0.000000, 0.026214
0.000000, 0.026447
0.000000, 0.026470
0.000000, 0.026630
0.000000, 0.025952
0.000000, 0.025133
0.000000, 0.023569
0.000000, 0.021647
0.000000, 0.019021
0.000000, 0.016020
0.000000, 0.011949
0.000000, 0.007445
0.000000, 0.002438
0.000000, -0.002564
0.000000, -0.007776
0.000000, -0.013074
0.000000, -0.018031
0.000000, -0.022784
0.000000, -0.027175
0.000000, -0.031183
0.000000, -0.035090
0.000000, -0.038941
0.000000, -0.042595
0.000000, -0.045997
0.000000, -0.049035
0.000000, -0.051702
0.000000, -0.054326
0.000000, -0.056824
0.000000, -0.059420
0.000000, -0.061805
0.000000, -0.063791
0.000000, -0.065408
0.000000, -0.066851
0.000000, -0.068091
0.000000, -0.069127
0.000000, -0.069116
0.000000, -0.067870
0.000000, -0.066799
0.000000, -0.066109
0.000000, -0.065768
0.000000, -0.065559
0.000000, -0.065419
0.000000, -0.065460
0.000000, -0.065708
0.000000, -0.066035
0.000000, -0.066388
0.000000, -0.066809
0.000000, -0.067270
0.000000, -0.067782
0.000000, -0.068427
0.000000, -0.069208
0.000000, -0.070103
0.000000, -0.071097
0.000000, -0.072181
0.000000, -0.073298
0.000000, -0.074502
0.000000, -0.075790
0.000000, -0.076992
0.000000, -0.078183
0.000000, -0.079428
0.000000, -0.080277
0.000000, -0.080491
0.000000, -0.079560
0.000000, -0.077498
0.000000, -0.075106
0.000000, -0.071973
0.000000, -0.067872
0.000000, -0.063362
0.000000, -0.058359
0.000000, -0.052991
0.000000, -0.047425
0.000000, -0.041094
0.000000, -0.034442
0.000000, -0.027614
0.000000, -0.020423
0.000000, -0.013245
0.000000, -0.006012
0.000000, 0.001287
0.000000, 0.008864
0.000000, 0.016867
0.000000, 0.025102
0.000000, 0.033659
0.000000, 0.042614
0.000000, 0.052120
0.000000, 0.062093
0.000000, 0.071312
0.000000, 0.078453
0.000000, 0.084006
0.000000, 0.089267
0.000000, 0.094633
0.000000, 0.098054
0.000000, 0.099656
0.000000, 0.101072
0.000000, 0.102466
0.000000, 0.103589
0.000000, 0.104786
0.000000, 0.106434
0.000000, 0.106897
0.000000, 0.106552
0.000000, 0.105530
0.000000, 0.103225
0.000000, 0.099913
0.000000, 0.095628
0.000000, 0.089854
0.000000, 0.083964
0.000000, 0.076936
0.000000, 0.070035
0.000000, 0.062247
0.000000, 0.054377
0.000000, 0.046955
0.000000, 0.039633
0.000000, 0.031866
0.000000, 0.024731
0.000000, 0.018262
0.000000, 0.012349
0.000000, 0.006366
0.000000, 0.000534
0.000000, -0.004693
0.000000, -0.009647
0.000000, -0.014793
0.000000, -0.019706
0.000000, -0.024244
0.000000, -0.028459
0.000000, -0.032619
0.000000, -0.037040
0.000000, -0.041561
0.000000, -0.045908
0.000000, -0.050154
0.000000, -0.054314
0.000000, -0.058402
0.000000, -0.062490
0.000000, -0.065634
0.000000, -0.066094
0.000000, -0.065339
0.000000, -0.064442
0.000000, -0.062786
0.000000, -0.060517
0.000000, -0.057603
0.000000, -0.053538
0.000000, -0.048528
0.000000, -0.043201
0.000000, -0.037723
0.000000, -0.032127
0.000000, -0.026048
0.000000, -0.019657
0.000000, -0.014142
0.000000, -0.009043
0.000000, -0.003687
0.000000, 0.001904
0.000000, 0.007716
0.000000, 0.013453
0.000000, 0.018540
0.000000, 0.023439
0.000000, 0.028253
0.000000, 0.032935
0.000000, 0.037173
0.000000, 0.041078
0.000000, 0.044615
0.000000, 0.047810
0.000000, 0.050742
0.000000, 0.053438
0.000000, 0.055967
0.000000, 0.058396
0.000000, 0.060890
0.000000, 0.063584
0.000000, 0.065985
0.000000, 0.066306
0.000000, 0.066472
0.000000, 0.066566
0.000000, 0.066307
0.000000, 0.065083
0.000000, 0.063527
0.000000, 0.061517
0.000000, 0.058593
0.000000, 0.055554
0.000000, 0.052029
0.000000, 0.048183
0.000000, 0.044095
0.000000, 0.039525
0.000000, 0.034879
0.000000, 0.030229
0.000000, 0.026072
0.000000, 0.022161
0.000000, 0.017890
0.000000, 0.013868
0.000000, 0.010012
0.000000, 0.006785
0.000000, 0.003969
0.000000, 0.001472
0.000000, -0.001010
0.000000, -0.003272
0.000000, -0.005171
0.000000, -0.006615
0.000000, -0.007912
0.000000, -0.008996
0.000000, -0.010267
0.000000, -0.011182
0.000000, -0.011734
0.000000, -0.012583
0.000000, -0.013254
0.000000, -0.013884
0.000000, -0.015158
0.000000, -0.016510
0.000000, -0.017810
0.000000, -0.019355
0.000000, -0.020996
0.000000, -0.022666
0.000000, -0.024352
0.000000, -0.026129
0.000000, -0.028241
0.000000, -0.030274
0.000000, -0.032238
0.000000, -0.034247
0.000000, -0.036485
0.000000, -0.038877
0.000000, -0.041523
0.000000, -0.044232
0.000000, -0.046728
0.000000, -0.049131
0.000000, -0.051388
0.000000, -0.053237
